Cell line	File name	md5	FTP url	Assay	Description	Instrument	Cell type	Biosample	Archive	Accession type	Accession	Archive url	Cell line growing conditions for this assay	Cell line passage number for this assay	Disease status	Sex	Assay description
HPSI0214i-kucg_2	15656_3#3.cram	9aeb5d9afb68e2772f30626b9885c208	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR914/ERR914286/15656_3%233.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2645814	ENA	RUN_ID	ERR914286	http://www.ebi.ac.uk/ena/data/view/ERR914286	Feeder-free	25	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550"
HPSI0214i-kucg_2	15669_3#3.cram	479d71848ce6dcbb21e15bbd797bddc9	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR914/ERR914322/15669_3%233.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2645814	ENA	RUN_ID	ERR914322	http://www.ebi.ac.uk/ena/data/view/ERR914322	Feeder-free	25	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550"
HPSI0214i-pelm_3	15669_6#2.cram	4d87d147b54b3fb8f56c2eaece4d98da	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR914/ERR914345/15669_6%232.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2678738	ENA	RUN_ID	ERR914345	http://www.ebi.ac.uk/ena/data/view/ERR914345	Feeder-free	29	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550"
HPSI0214i-pelm_3	15656_6#2.cram	bfd24aef18003844a380ce0ba1a6c706	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR914/ERR914309/15656_6%232.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2678738	ENA	RUN_ID	ERR914309	http://www.ebi.ac.uk/ena/data/view/ERR914309	Feeder-free	29	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550"
HPSI0214i-poih_2	19888_4#8.cram	16176a4ab522b1404764e93ca3956702	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1629713/19888_4%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3968761	ENA	RUN_ID	ERR1629713	http://www.ebi.ac.uk/ena/data/view/ERR1629713	Feeder-free	18	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0214i-poih_2	19888_3#8.cram	5bb8beacd23df1482908b84519a889d4	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1629703/19888_3%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3968761	ENA	RUN_ID	ERR1629703	http://www.ebi.ac.uk/ena/data/view/ERR1629703	Feeder-free	18	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0214i-rayr_1	17718_2#10.cram	d6cbfe0daa2db1c74b1ce5a03ee43b41	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR120/ERR1203470/17718_2%2310.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2649534	ENA	RUN_ID	ERR1203470	http://www.ebi.ac.uk/ena/data/view/ERR1203470	Feeder-free	22	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0214i-rayr_1	17965_2#10.cram	56b78c6890c7005cdcaf80c2d9f64f23	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR124/ERR1243473/17965_2%2310.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2649534	ENA	RUN_ID	ERR1243473	http://www.ebi.ac.uk/ena/data/view/ERR1243473	Feeder-free	22	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0215i-deyz_2	19535_3#10.cram	6655dc4b13fe44f496a106d09304ec27	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR155/ERR1555122/19535_3%2310.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3847037	ENA	RUN_ID	ERR1555122	http://www.ebi.ac.uk/ena/data/view/ERR1555122	Feeder-free	20	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=188"
HPSI0215i-deyz_2	21310_6#10.cram	4616254c7e818ac233e877a248540fb5	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837038/21310_6%2310.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3847037	ENA	RUN_ID	ERR1837038	http://www.ebi.ac.uk/ena/data/view/ERR1837038	Feeder-free	20	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0215i-deyz_2	19706_3#10.cram	ea8391ba7689c1cb296dab8e125f7295	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR1594743/19706_3%2310.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3847037	ENA	RUN_ID	ERR1594743	http://www.ebi.ac.uk/ena/data/view/ERR1594743	Feeder-free	20	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=188"
HPSI0215i-deyz_2	21310_7#10.cram	9a98a9330b0e06cfb79b410afa405215	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837048/21310_7%2310.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3847037	ENA	RUN_ID	ERR1837048	http://www.ebi.ac.uk/ena/data/view/ERR1837048	Feeder-free	20	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0215i-fawm_2	19888_1#2.cram	9f786c76ec66a19c961c24b2b3a81504	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1629677/19888_1%232.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3735541	ENA	RUN_ID	ERR1629677	http://www.ebi.ac.uk/ena/data/view/ERR1629677	Feeder-free	18	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0215i-fawm_2	19888_2#2.cram	ea6b6b4de1fb3f9d65b8c366123b9ad3	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1629687/19888_2%232.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3735541	ENA	RUN_ID	ERR1629687	http://www.ebi.ac.uk/ena/data/view/ERR1629687	Feeder-free	18	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0215i-hipn_1	21310_4#9.cram	4524901aa622e37b397f12d77a962060	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837017/21310_4%239.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3483998	ENA	RUN_ID	ERR1837017	http://www.ebi.ac.uk/ena/data/view/ERR1837017	Feeder-free	13	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0215i-hipn_1	19706_1#9.cram	d575ca82b44362997c564aae13497b99	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR1594722/19706_1%239.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3483998	ENA	RUN_ID	ERR1594722	http://www.ebi.ac.uk/ena/data/view/ERR1594722	Feeder-free	13	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=185"
HPSI0215i-hipn_1	19706_2#9.cram	ea9486a7c2fb4868e5b74b5e338db767	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR1594732/19706_2%239.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3483998	ENA	RUN_ID	ERR1594732	http://www.ebi.ac.uk/ena/data/view/ERR1594732	Feeder-free	13	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=184"
HPSI0215i-hipn_1	21310_5#9.cram	4e4add245dd57b74bddd931614f71302	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR183/ERR1837027/21310_5%239.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3483998	ENA	RUN_ID	ERR1837027	http://www.ebi.ac.uk/ena/data/view/ERR1837027	Feeder-free	13	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0215i-oilg_1	19888_4#4.cram	3d0e691631a16736754b4154c163ab54	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1629709/19888_4%234.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3485963	ENA	RUN_ID	ERR1629709	http://www.ebi.ac.uk/ena/data/view/ERR1629709	Feeder-free	15	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0215i-oilg_1	19888_3#4.cram	edfe1303604ea3d5f133b84c0fe27477	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1629699/19888_3%234.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3485963	ENA	RUN_ID	ERR1629699	http://www.ebi.ac.uk/ena/data/view/ERR1629699	Feeder-free	15	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0215i-romx_1	23203_8#4.cram	1cd708aaecee6a2da8078fa7fd6e4597	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278277/23203_8%234.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA104009795	ENA	RUN_ID	ERR2278277	http://www.ebi.ac.uk/ena/data/view/ERR2278277	Feeder-free	10	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0215i-romx_1	23203_7#4.cram	cef5bdb24324eeefe3339e1a90c70131	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278267/23203_7%234.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA104009795	ENA	RUN_ID	ERR2278267	http://www.ebi.ac.uk/ena/data/view/ERR2278267	Feeder-free	10	Normal	male	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0215i-uiao_2	24310_2#8.cram	e0c179e10eb91887fa88065046fcdd9f	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278289/24310_2%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA104009786	ENA	RUN_ID	ERR2278289	http://www.ebi.ac.uk/ena/data/view/ERR2278289	Feeder-free	10	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0215i-uiao_2	24310_3#8.cram	2ccc1a648449a906914e46828038daaf	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278297/24310_3%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA104009786	ENA	RUN_ID	ERR2278297	http://www.ebi.ac.uk/ena/data/view/ERR2278297	Feeder-free	10	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0215i-yoch_6	20509_2#3.cram	5adaaf06405c425641ecabd03c871ece	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR174/ERR1743795/20509_2%233.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3847031	ENA	RUN_ID	ERR1743795	http://www.ebi.ac.uk/ena/data/view/ERR1743795	Feeder-free	36	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0215i-yoch_6	20484_2#3.cram	535e5eb3be35f918d58d7ac0ad06b365	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1724706/20484_2%233.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA3847031	ENA	RUN_ID	ERR1724706	http://www.ebi.ac.uk/ena/data/view/ERR1724706	Feeder-free	36	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0215i-zett_5	21928_2#2.cram	b58641d71cf898136c778d58eba9ea49	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1903399/21928_2%232.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3853129	ENA	RUN_ID	ERR1903399	http://www.ebi.ac.uk/ena/data/view/ERR1903399	Feeder-free	13	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0215i-zett_5	21928_1#2.cram	c674a5ba74a0679621e3aa8e10f120a0	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1903394/21928_1%232.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA3853129	ENA	RUN_ID	ERR1903394	http://www.ebi.ac.uk/ena/data/view/ERR1903394	Feeder-free	13	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0314i-bubh_3	15669_4#6.cram	6dc452832bf8607956e303073913c589	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR914/ERR914333/15669_4%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2698309	ENA	RUN_ID	ERR914333	http://www.ebi.ac.uk/ena/data/view/ERR914333	Feeder-free	27	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550"
HPSI0314i-bubh_3	15656_4#6.cram	6dc1d0e93a1cabcc7f5a9091e67330d1	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR914/ERR914297/15656_4%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2698309	ENA	RUN_ID	ERR914297	http://www.ebi.ac.uk/ena/data/view/ERR914297	Feeder-free	27	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550"
HPSI0314i-cuhk_2	15669_2#5.cram	b8a4bbf5ed26d9124cfddc9cd46ba183	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR914/ERR914316/15669_2%235.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2682670	ENA	RUN_ID	ERR914316	http://www.ebi.ac.uk/ena/data/view/ERR914316	Feeder-free	26	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550"
HPSI0314i-cuhk_2	15656_2#5.cram	7974e866b46073757079e342e52ad865	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR914/ERR914280/15656_2%235.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2682670	ENA	RUN_ID	ERR914280	http://www.ebi.ac.uk/ena/data/view/ERR914280	Feeder-free	26	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550"
HPSI0314i-qaqx_1	15656_5#6.cram	ec3a6450a8a132b7cf530e063a2167c9	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR914/ERR914305/15656_5%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2658084	ENA	RUN_ID	ERR914305	http://www.ebi.ac.uk/ena/data/view/ERR914305	Feeder-free	27	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550"
HPSI0314i-qaqx_1	15669_5#6.cram	27b5921b9eb1c3f51514b03288841186	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR914/ERR914341/15669_5%236.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2658084	ENA	RUN_ID	ERR914341	http://www.ebi.ac.uk/ena/data/view/ERR914341	Feeder-free	27	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550"
HPSI0314i-sojd_3	17718_1#3.cram	9e4419935741256328c1430910ac4b3e	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR120/ERR1203453/17718_1%233.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2627569	ENA	RUN_ID	ERR1203453	http://www.ebi.ac.uk/ena/data/view/ERR1203453	Feeder-free	22	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0314i-sojd_3	17965_1#3.cram	0a7872f07b7cb29a685843214d01e240	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR124/ERR1243456/17965_1%233.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2000	iPSC	SAMEA2627569	ENA	RUN_ID	ERR1243456	http://www.ebi.ac.uk/ena/data/view/ERR1243456	Feeder-free	22	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0314i-uict_1	24766_3#8.cram	5bc18a3ebd912c5c30833175d4c32fb4	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278334/24766_3%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA103885511	ENA	RUN_ID	ERR2278334	http://www.ebi.ac.uk/ena/data/view/ERR2278334	Feeder-free	9	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
HPSI0314i-uict_1	24766_4#8.cram	88c40c640101c2ac8836a94ca5a5e70f	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR227/ERR2278340/24766_4%238.cram	RNA-seq	Raw sequencing reads	Illumina HiSeq 2500	iPSC	SAMEA103885511	ENA	RUN_ID	ERR2278340	http://www.ebi.ac.uk/ena/data/view/ERR2278340	Feeder-free	9	Normal	female	"INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2500,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=200"
